p_x,p_z,logical_error_rate,avg_syndrome_weight,click_rate
5.000000e-04,5.000000e-04,0.000000e+00,1.087980e+01,9.981000e-01
6.608104e-04,6.608104e-04,0.000000e+00,1.432950e+01,9.998000e-01
8.733407e-04,8.733407e-04,0.000000e+00,1.887500e+01,1.000000e+00
1.154225e-03,1.154225e-03,0.000000e+00,2.485210e+01,1.000000e+00
1.525448e-03,1.525448e-03,0.000000e+00,3.272550e+01,1.000000e+00
2.016064e-03,2.016064e-03,0.000000e+00,4.321710e+01,1.000000e+00
2.664471e-03,2.664471e-03,3.000000e-04,5.665960e+01,1.000000e+00
3.521421e-03,3.521421e-03,3.000000e-04,7.445330e+01,1.000000e+00
4.653982e-03,4.653982e-03,1.500000e-03,9.766910e+01,1.000000e+00
6.150800e-03,6.150800e-03,3.100000e-03,1.278606e+02,1.000000e+00
8.129024e-03,8.129024e-03,1.110000e-02,1.665218e+02,1.000000e+00
1.074349e-02,1.074349e-02,2.900000e-02,2.162569e+02,1.000000e+00
1.419882e-02,1.419882e-02,7.060000e-02,2.791425e+02,1.000000e+00
1.876545e-02,1.876545e-02,1.677000e-01,3.570029e+02,1.000000e+00
2.480081e-02,2.480081e-02,3.215000e-01,4.529376e+02,1.000000e+00
3.277726e-02,3.277726e-02,4.452000e-01,5.700126e+02,1.000000e+00
4.331910e-02,4.331910e-02,5.023000e-01,7.069274e+02,1.000000e+00
5.725143e-02,5.725143e-02,5.000000e-01,8.647061e+02,1.000000e+00
7.566467e-02,7.566467e-02,4.967000e-01,1.040926e+03,1.000000e+00
1.000000e-01,1.000000e-01,4.974000e-01,1.231214e+03,1.000000e+00
